Order ID,Date,Channel / Type,Customer,Items Summary,Subtotal (PHP),VAT 12% (PHP),Delivery Fee (PHP),Grand Total (PHP),Payment Method,Payment Status,Order Status,Reference No.
ORD-20260530-01775-44764,2026-05-30 19:16:25,ON_SITE,Juan Tamad,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,HYBRID (Cash + GCash),FAILED,CANCELLED,N/A
ORD-20260530-02870-ED7F4,2026-05-30 21:11:00,ON_SITE,Clara Dizon,Fresh Calamansi Juice Pitcher x1,280.00,33.60,0.00,313.60,CASH,PAID,COMPLETED,TXN-CAS-26417901
ORD-20260531-02351-4F114,2026-05-31 10:09:37,ONLINE,Juan Tamad,Seafood Bilao Feast x1,2400.00,288.00,60.00,2748.00,CASH,PAID,COMPLETED,TXN-CAS-88346590
ORD-20260531-00952-3D948,2026-05-31 11:30:24,ON_SITE,Pedro Penduko,Seafood Cajun Boil x2,3700.00,444.00,0.00,4144.00,GCASH,PAID,COMPLETED,TXN-GCA-74483594
ORD-20260531-02926-A277D,2026-05-31 12:47:36,ON_SITE,Carlos Mendoza,Garlic Butter Prawns x1; Fresh Calamansi Juice Pitcher x2,1810.00,217.20,0.00,2027.20,GCASH,PAID,COMPLETED,TXN-GCA-52089792
ORD-20260531-03402-BD21A,2026-05-31 13:19:01,ON_SITE,Carlos Mendoza,Seafood Bilao Feast x1,2400.00,288.00,0.00,2688.00,CASH,PAID,COMPLETED,TXN-CAS-53660053
ORD-20260531-02015-5C7FC,2026-05-31 15:56:48,ON_SITE,Pedro Penduko,Garlic Butter Prawns x1; Seafood Bilao Feast x1,3650.00,438.00,0.00,4088.00,CASH,PAID,COMPLETED,TXN-CAS-97402926
ORD-20260531-02488-B4862,2026-05-31 18:57:41,ON_SITE,Bea Alonzo,Grilled Seafood Platter x1; Crispy Seafood Basket x1,3080.00,369.60,0.00,3449.60,GCASH,PAID,COMPLETED,TXN-GCA-38933440
ORD-20260601-00817-62624,2026-06-01 13:44:05,ON_SITE,Juan Tamad,Seafood Cajun Boil x1; Crispy Seafood Basket x1; Garlic Butter Prawns x1,4080.00,489.60,0.00,4569.60,MAYA,PAID,COMPLETED,TXN-MAY-23392892
ORD-20260601-01994-4280C,2026-06-01 19:29:48,ONLINE,Mark Bautista,Classic Seafood Paella x2,3300.00,396.00,85.00,3781.00,GCASH,PAID,COMPLETED,TXN-GCA-28945020
ORD-20260601-04754-ABE23,2026-06-01 20:43:13,ON_SITE,Clara Dizon,Seafood Bilao Feast x1,2400.00,288.00,0.00,2688.00,GCASH,PAID,COMPLETED,TXN-GCA-97300499
ORD-20260601-03065-A11A9,2026-06-01 20:59:29,ONLINE,Ana Reyes,Garlic Butter Prawns x1; Grilled Seafood Platter x1; Crispy Seafood Basket x1,4330.00,519.60,100.00,4949.60,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-57196327
ORD-20260602-02017-D7808,2026-06-02 10:17:23,ONLINE,Juan Tamad,Seafood Cajun Boil x2,3700.00,444.00,50.00,4194.00,CASH,PAID,COMPLETED,TXN-CAS-91475830
ORD-20260602-04997-72C94,2026-06-02 13:00:45,ON_SITE,Marian Rivera,Classic Seafood Paella x1,1650.00,198.00,0.00,1848.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-74264622
ORD-20260602-03141-20677,2026-06-02 16:11:42,ON_SITE,Mark Bautista,Classic Seafood Paella x2; Crispy Seafood Basket x1,4280.00,513.60,0.00,4793.60,CASH,PAID,COMPLETED,TXN-CAS-33033221
ORD-20260602-01928-3014F,2026-06-02 21:31:58,ONLINE,Clara Dizon,Seafood Bilao Feast x2,4800.00,576.00,60.00,5436.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-48407324
ORD-20260603-03669-936A3,2026-06-03 14:44:17,ON_SITE,Daniel Padilla,Crispy Seafood Basket x1; Seafood Bilao Feast x1; Garlic Butter Prawns x1,4630.00,555.60,0.00,5185.60,MAYA,PAID,COMPLETED,TXN-MAY-39812083
ORD-20260603-01938-83979,2026-06-03 18:42:33,ON_SITE,Lisa Manoban,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-54390294
ORD-20260603-00057-DC785,2026-06-03 21:12:19,ON_SITE,Dindo Dela Cruz,Grilled Seafood Platter x1; Garlic Butter Prawns x1,3350.00,402.00,0.00,3752.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-49037038
ORD-20260604-01633-C661D,2026-06-04 12:52:22,ONLINE,Clara Dizon,Garlic Butter Prawns x2; Seafood Cajun Boil x1; Sweet & Chili Crab Bucket x1,6300.00,756.00,50.00,7106.00,GCASH,PAID,COMPLETED,TXN-GCA-37796362
ORD-20260604-01369-B644B,2026-06-04 14:28:58,ON_SITE,Dingdong Dantes,Classic Seafood Paella x1; Garlic Butter Prawns x1; Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x1,7250.00,870.00,0.00,8120.00,GCASH,PAID,COMPLETED,TXN-GCA-48923569
ORD-20260604-04134-CF2B0,2026-06-04 14:40:41,ON_SITE,Daniel Padilla,Crispy Seafood Basket x2; Classic Seafood Paella x1; Garlic Butter Prawns x1; Grilled Seafood Platter x1,6960.00,835.20,0.00,7795.20,GCASH,PAID,COMPLETED,TXN-GCA-55844827
ORD-20260604-03168-69FBA,2026-06-04 15:53:36,ONLINE,Mark Bautista,Seafood Bilao Feast x1; Sweet & Chili Crab Bucket x2,6300.00,756.00,100.00,7156.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-89542648
ORD-20260604-00639-CB3A8,2026-06-04 16:34:04,ONLINE,Juan Tamad,Fresh Calamansi Juice Pitcher x1,280.00,33.60,60.00,373.60,GCASH,PAID,COMPLETED,TXN-GCA-87812676
ORD-20260605-04037-81525,2026-06-05 10:45:53,ON_SITE,Pedro Penduko,Seafood Bilao Feast x1; Seafood Cajun Boil x2,6100.00,732.00,0.00,6832.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-95673098
ORD-20260605-04322-8FDDB,2026-06-05 15:30:39,ONLINE,Pedro Penduko,Garlic Butter Prawns x1,1250.00,150.00,50.00,1450.00,GCASH,PAID,COMPLETED,TXN-GCA-72231981
ORD-20260605-02049-1A3D3,2026-06-05 15:33:06,ONLINE,Clara Dizon,Classic Seafood Paella x1,1650.00,198.00,60.00,1908.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-35684548
ORD-20260605-01454-111CF,2026-06-05 17:07:06,ON_SITE,Ana Reyes,Grilled Seafood Platter x1,2100.00,252.00,0.00,2352.00,CASH,PAID,COMPLETED,TXN-CAS-18717536
ORD-20260605-04703-7FF1B,2026-06-05 21:46:20,ONLINE,Juan Tamad,Grilled Seafood Platter x1,2100.00,252.00,50.00,2402.00,GCASH,PAID,COMPLETED,TXN-GCA-25725943
ORD-20260606-03469-53243,2026-06-06 12:28:26,ONLINE,Clara Dizon,Fresh Calamansi Juice Pitcher x1; Seafood Bilao Feast x2,5080.00,609.60,60.00,5749.60,MAYA,PAID,IN_PROCESS,TXN-MAY-49191072
ORD-20260606-01455-8ED33,2026-06-06 14:59:28,ON_SITE,Daniel Padilla,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,CASH,PAID,COMPLETED,TXN-CAS-93829341
ORD-20260606-03937-25A0F,2026-06-06 15:26:36,ON_SITE,Ana Reyes,Garlic Butter Prawns x2; Sweet & Chili Crab Bucket x1,4450.00,534.00,0.00,4984.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-60019762
ORD-20260606-00718-71F25,2026-06-06 15:41:50,ON_SITE,Carlos Mendoza,Grilled Seafood Platter x1; Crispy Seafood Basket x1,3080.00,369.60,0.00,3449.60,GCASH,PAID,COMPLETED,TXN-GCA-84046595
ORD-20260606-01851-5EFFD,2026-06-06 19:24:54,ON_SITE,Marian Rivera,Sweet & Chili Crab Bucket x1,1950.00,234.00,0.00,2184.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-54663249
ORD-20260606-02664-A542D,2026-06-06 21:18:18,ONLINE,Ana Reyes,Sweet & Chili Crab Bucket x1; Garlic Butter Prawns x2; Seafood Bilao Feast x1; Classic Seafood Paella x1,8500.00,1020.00,100.00,9620.00,GCASH,PAID,COMPLETED,TXN-GCA-39019055
ORD-20260607-02753-31C15,2026-06-07 13:08:31,ON_SITE,Daniel Padilla,Classic Seafood Paella x1; Seafood Cajun Boil x1; Grilled Seafood Platter x1,5600.00,672.00,0.00,6272.00,GCASH,PAID,COMPLETED,TXN-GCA-68600616
ORD-20260607-00747-26F39,2026-06-07 15:24:03,ONLINE,Pedro Penduko,Classic Seafood Paella x1; Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x1,6000.00,720.00,60.00,6780.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-98940564
ORD-20260607-00954-322EB,2026-06-07 20:08:03,ON_SITE,Kathryn Bernardo,Garlic Butter Prawns x2,2500.00,300.00,0.00,2800.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-48029107
ORD-20260608-02831-F3C31,2026-06-08 11:03:56,ONLINE,Pedro Penduko,Seafood Bilao Feast x1; Crispy Seafood Basket x2; Classic Seafood Paella x1,6010.00,721.20,100.00,6831.20,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-76015400
ORD-20260609-02448-798F0,2026-06-09 11:19:12,ON_SITE,Juan Tamad,Garlic Butter Prawns x3; Seafood Cajun Boil x1,5600.00,672.00,0.00,6272.00,GCASH,PAID,COMPLETED,TXN-GCA-83434665
ORD-20260609-03327-C6DBF,2026-06-09 16:21:54,ON_SITE,Carlos Mendoza,Grilled Seafood Platter x1,2100.00,252.00,0.00,2352.00,GCASH,PAID,COMPLETED,TXN-GCA-45492740
ORD-20260609-00306-9FD39,2026-06-09 21:59:04,ONLINE,Lisa Manoban,Garlic Butter Prawns x1,1250.00,150.00,120.00,1520.00,GCASH,PAID,COMPLETED,TXN-GCA-76865290
ORD-20260610-04700-250A2,2026-06-10 10:23:10,ON_SITE,Marian Rivera,Sweet & Chili Crab Bucket x1; Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x1,3210.00,385.20,0.00,3595.20,CASH,PAID,COMPLETED,TXN-CAS-76451598
ORD-20260610-00773-DDBF7,2026-06-10 13:29:19,ON_SITE,Lisa Manoban,Seafood Cajun Boil x1,1850.00,222.00,0.00,2072.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-63727003
ORD-20260610-04734-C1B03,2026-06-10 21:09:34,ONLINE,Pedro Penduko,Crispy Seafood Basket x2; Grilled Seafood Platter x2,6160.00,739.20,60.00,6959.20,GCASH,PAID,COMPLETED,TXN-GCA-70253148
ORD-20260611-03592-AE0FA,2026-06-11 10:28:40,ON_SITE,Giselle Hernandez,Fresh Calamansi Juice Pitcher x1; Sweet & Chili Crab Bucket x1,2230.00,267.60,0.00,2497.60,CASH,PAID,COMPLETED,TXN-CAS-88871150
ORD-20260611-00353-BB036,2026-06-11 18:26:48,ON_SITE,Pedro Penduko,Seafood Cajun Boil x2; Seafood Bilao Feast x1,6100.00,732.00,0.00,6832.00,CASH,PAID,COMPLETED,TXN-CAS-25461194
ORD-20260611-02952-BCD25,2026-06-11 20:17:30,ON_SITE,Carlos Mendoza,Garlic Butter Prawns x3; Classic Seafood Paella x1,5400.00,648.00,0.00,6048.00,GCASH,PAID,COMPLETED,TXN-GCA-17462990
ORD-20260611-01955-DCAF4,2026-06-11 20:47:17,ONLINE,Ana Reyes,Sweet & Chili Crab Bucket x2,3900.00,468.00,50.00,4418.00,GCASH,PAID,COMPLETED,TXN-GCA-73020063
ORD-20260612-03416-84CF4,2026-06-12 11:31:34,ON_SITE,Pedro Penduko,Seafood Cajun Boil x1,1850.00,222.00,0.00,2072.00,CASH,PAID,COMPLETED,TXN-CAS-95621872
ORD-20260612-04353-826D3,2026-06-12 17:41:08,ONLINE,Pedro Penduko,Grilled Seafood Platter x1; Fresh Calamansi Juice Pitcher x1,2380.00,285.60,50.00,2715.60,GCASH,PAID,COMPLETED,TXN-GCA-77295108
ORD-20260612-04190-FCF4D,2026-06-12 20:31:59,ONLINE,Lisa Manoban,Fresh Calamansi Juice Pitcher x1; Grilled Seafood Platter x1,2380.00,285.60,75.00,2740.60,GCASH,PAID,COMPLETED,TXN-GCA-27029882
ORD-20260613-03282-B447F,2026-06-13 12:22:30,ON_SITE,Maria Clara Santos,Fresh Calamansi Juice Pitcher x1; Crispy Seafood Basket x1; Grilled Seafood Platter x2,5460.00,655.20,0.00,6115.20,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-85728667
ORD-20260613-02413-AC198,2026-06-13 18:56:23,ON_SITE,Joshua Garcia,Garlic Butter Prawns x1; Grilled Seafood Platter x2; Seafood Cajun Boil x1; Fresh Calamansi Juice Pitcher x1,7580.00,909.60,0.00,8489.60,GCASH,PAID,COMPLETED,TXN-GCA-79439244
ORD-20260613-00339-848E1,2026-06-13 20:21:33,ON_SITE,Ferdinand Marcos,Grilled Seafood Platter x1,2100.00,252.00,0.00,2352.00,GCASH,FAILED,CANCELLED,N/A
ORD-20260613-02085-F4321,2026-06-13 20:48:23,ON_SITE,Joshua Garcia,Garlic Butter Prawns x1; Sweet & Chili Crab Bucket x2,5150.00,618.00,0.00,5768.00,CASH,PAID,COMPLETED,TXN-CAS-19174362
ORD-20260614-01010-46E87,2026-06-14 11:08:05,ONLINE,Lisa Manoban,Classic Seafood Paella x2,3300.00,396.00,100.00,3796.00,GCASH,PAID,COMPLETED,TXN-GCA-16312623
ORD-20260614-02435-F5148,2026-06-14 14:12:19,ONLINE,Mark Bautista,Fresh Calamansi Juice Pitcher x3,840.00,100.80,120.00,1060.80,MAYA,PAID,COMPLETED,TXN-MAY-10552162
ORD-20260614-03198-D02CB,2026-06-14 18:36:54,ONLINE,Mark Bautista,Seafood Cajun Boil x1; Sweet & Chili Crab Bucket x1; Grilled Seafood Platter x1,5900.00,708.00,85.00,6693.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-97096293
ORD-20260614-04449-53865,2026-06-14 19:24:36,ONLINE,Pedro Penduko,Grilled Seafood Platter x3; Sweet & Chili Crab Bucket x1,8250.00,990.00,75.00,9315.00,GCASH,PAID,COMPLETED,TXN-GCA-51624227
ORD-20260615-02266-56A99,2026-06-15 19:32:29,ONLINE,Pedro Penduko,Garlic Butter Prawns x1; Grilled Seafood Platter x1; Classic Seafood Paella x2,6650.00,798.00,100.00,7548.00,COD,PENDING,IN_PROCESS,N/A
ORD-20260615-02257-D6124,2026-06-15 21:29:21,ONLINE,Juan Tamad,Seafood Cajun Boil x2; Classic Seafood Paella x1,5350.00,642.00,85.00,6077.00,CASH,PAID,COMPLETED,TXN-CAS-42726706
ORD-20260616-01142-EF9FA,2026-06-16 11:34:50,ONLINE,Juan Tamad,Seafood Cajun Boil x2,3700.00,444.00,85.00,4229.00,HYBRID (Cash + GCash),PAID,IN_PROCESS,TXN-HYB-16907109
ORD-20260616-02095-31653,2026-06-16 13:41:37,ON_SITE,Mark Bautista,Fresh Calamansi Juice Pitcher x1,280.00,33.60,0.00,313.60,CASH,PAID,COMPLETED,TXN-CAS-68835855
ORD-20260616-00935-2F65B,2026-06-16 18:35:43,ON_SITE,Bea Alonzo,Crispy Seafood Basket x1; Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x2,7730.00,927.60,0.00,8657.60,MAYA,PAID,COMPLETED,TXN-MAY-35456559
ORD-20260616-03138-8E66F,2026-06-16 20:55:04,ON_SITE,Katrina Halili,Grilled Seafood Platter x3; Seafood Bilao Feast x2; Crispy Seafood Basket x1,12080.00,1449.60,0.00,13529.60,MAYA,FAILED,CANCELLED,N/A
ORD-20260616-03988-2FA0E,2026-06-16 21:08:20,ON_SITE,Matteo Guidicelli,Sweet & Chili Crab Bucket x1; Classic Seafood Paella x3,6900.00,828.00,0.00,7728.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-74595350
ORD-20260617-04845-28DB7,2026-06-17 11:31:26,ON_SITE,Alden Richards,Sweet & Chili Crab Bucket x2; Classic Seafood Paella x1,5550.00,666.00,0.00,6216.00,GCASH,PAID,COMPLETED,TXN-GCA-10357332
ORD-20260617-04954-0138E,2026-06-17 16:08:18,ON_SITE,Lisa Manoban,Garlic Butter Prawns x2,2500.00,300.00,0.00,2800.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-28325738
ORD-20260617-01052-D9F6A,2026-06-17 17:37:18,ONLINE,Juan Tamad,Grilled Seafood Platter x1,2100.00,252.00,50.00,2402.00,GCASH,PAID,COMPLETED,TXN-GCA-48811965
ORD-20260618-04713-DAA4A,2026-06-18 11:03:37,ON_SITE,Bea Alonzo,Seafood Cajun Boil x1; Classic Seafood Paella x2,5150.00,618.00,0.00,5768.00,CASH,PAID,COMPLETED,TXN-CAS-61403121
ORD-20260618-03898-7D69B,2026-06-18 11:29:23,ON_SITE,Giselle Hernandez,Seafood Bilao Feast x2; Grilled Seafood Platter x1,6900.00,828.00,0.00,7728.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-87474545
ORD-20260618-01140-B3FA0,2026-06-18 15:20:04,ONLINE,Lisa Manoban,Crispy Seafood Basket x2,1960.00,235.20,75.00,2270.20,CASH,PAID,COMPLETED,TXN-CAS-97924376
ORD-20260618-04972-FF346,2026-06-18 21:27:02,ON_SITE,Giselle Hernandez,Fresh Calamansi Juice Pitcher x2,560.00,67.20,0.00,627.20,CASH,PAID,COMPLETED,TXN-CAS-21651950
ORD-20260619-01923-2A8FF,2026-06-19 12:18:07,ONLINE,Juan Tamad,Fresh Calamansi Juice Pitcher x3,840.00,100.80,75.00,1015.80,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-30882790
ORD-20260619-03799-D907E,2026-06-19 16:15:25,ONLINE,Lisa Manoban,Seafood Bilao Feast x1; Classic Seafood Paella x1; Grilled Seafood Platter x1,6150.00,738.00,75.00,6963.00,MAYA,PAID,COMPLETED,TXN-MAY-91647336
ORD-20260619-03626-09657,2026-06-19 16:59:52,ONLINE,Ana Reyes,Crispy Seafood Basket x1; Seafood Cajun Boil x1,2830.00,339.60,75.00,3244.60,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-44053192
ORD-20260619-03221-46F8D,2026-06-19 17:54:10,ON_SITE,Pedro Penduko,Classic Seafood Paella x1; Crispy Seafood Basket x3,4590.00,550.80,0.00,5140.80,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-64142847
ORD-20260619-01643-F6F94,2026-06-19 21:21:13,ON_SITE,Ana Reyes,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,MAYA,PAID,COMPLETED,TXN-MAY-96588406
ORD-20260620-03004-A6188,2026-06-20 10:44:16,ON_SITE,Clara Dizon,Classic Seafood Paella x1,1650.00,198.00,0.00,1848.00,CASH,PAID,COMPLETED,TXN-CAS-65081541
ORD-20260620-02695-B4ACF,2026-06-20 12:40:25,ON_SITE,Giselle Hernandez,Grilled Seafood Platter x1,2100.00,252.00,0.00,2352.00,GCASH,PAID,COMPLETED,TXN-GCA-68312454
ORD-20260620-01264-0DC3B,2026-06-20 15:48:53,ON_SITE,Dindo Dela Cruz,Fresh Calamansi Juice Pitcher x1,280.00,33.60,0.00,313.60,GCASH,PAID,COMPLETED,TXN-GCA-14821703
ORD-20260620-00014-B4DB2,2026-06-20 19:23:19,ON_SITE,Ana Reyes,Classic Seafood Paella x1,1650.00,198.00,0.00,1848.00,MAYA,PAID,COMPLETED,TXN-MAY-26117135
ORD-20260621-03955-3C35E,2026-06-21 17:53:23,ON_SITE,Clara Dizon,Fresh Calamansi Juice Pitcher x3; Crispy Seafood Basket x3; Sweet & Chili Crab Bucket x1,5730.00,687.60,0.00,6417.60,CASH,PAID,COMPLETED,TXN-CAS-22150678
ORD-20260621-03713-948EF,2026-06-21 19:04:02,ON_SITE,Giselle Hernandez,Classic Seafood Paella x3,4950.00,594.00,0.00,5544.00,CASH,PAID,COMPLETED,TXN-CAS-22537916
ORD-20260621-04773-313C1,2026-06-21 20:44:46,ONLINE,Ana Reyes,Sweet & Chili Crab Bucket x1; Seafood Cajun Boil x1,3800.00,456.00,60.00,4316.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-91898811
ORD-20260622-03830-6A60B,2026-06-22 12:20:48,ONLINE,Juan Tamad,Garlic Butter Prawns x2; Seafood Cajun Boil x2,6200.00,744.00,75.00,7019.00,MAYA,PAID,COMPLETED,TXN-MAY-49650515
ORD-20260622-01569-E01B8,2026-06-22 13:20:08,ON_SITE,Ana Reyes,Seafood Cajun Boil x1; Grilled Seafood Platter x1; Garlic Butter Prawns x1,5200.00,624.00,0.00,5824.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-99425911
ORD-20260622-04526-F5F99,2026-06-22 16:18:22,ONLINE,Lisa Manoban,Sweet & Chili Crab Bucket x2; Fresh Calamansi Juice Pitcher x2,4460.00,535.20,50.00,5045.20,CASH,PAID,COMPLETED,TXN-CAS-87889021
ORD-20260622-00513-30CE3,2026-06-22 18:34:18,ONLINE,Lisa Manoban,Grilled Seafood Platter x1,2100.00,252.00,85.00,2437.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-97764521
ORD-20260622-02052-84BD0,2026-06-22 20:58:06,ON_SITE,Giselle Hernandez,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,CASH,PAID,COMPLETED,TXN-CAS-14871579
ORD-20260623-01570-17B22,2026-06-23 11:40:10,ON_SITE,Sarah Geronimo,Classic Seafood Paella x1,1650.00,198.00,0.00,1848.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-43552140
ORD-20260623-01786-B3008,2026-06-23 11:44:34,ON_SITE,Sarah Geronimo,Seafood Cajun Boil x1; Fresh Calamansi Juice Pitcher x1,2130.00,255.60,0.00,2385.60,GCASH,PAID,COMPLETED,TXN-GCA-10638892
ORD-20260623-04883-1CA35,2026-06-23 12:44:54,ON_SITE,Pedro Penduko,Seafood Bilao Feast x1; Seafood Cajun Boil x1,4250.00,510.00,0.00,4760.00,SPLIT (Cash + GCash),REFUNDED,CANCELLED,N/A
ORD-20260623-00446-BCB90,2026-06-23 16:57:57,ON_SITE,Ferdinand Marcos,Garlic Butter Prawns x2; Seafood Bilao Feast x2,7300.00,876.00,0.00,8176.00,GCASH,PAID,COMPLETED,TXN-GCA-13865538
ORD-20260623-03582-378C9,2026-06-23 17:37:11,ONLINE,Pedro Penduko,Classic Seafood Paella x2,3300.00,396.00,100.00,3796.00,COD,PAID,COMPLETED,TXN-COD-69369899
ORD-20260623-03823-8CC5A,2026-06-23 18:21:42,ONLINE,Juan Tamad,Fresh Calamansi Juice Pitcher x1; Seafood Bilao Feast x2,5080.00,609.60,60.00,5749.60,HYBRID (Cash + GCash),PENDING,CANCELLED,N/A
ORD-20260623-02202-39759,2026-06-23 18:25:53,ON_SITE,Giselle Hernandez,Classic Seafood Paella x1; Grilled Seafood Platter x1,3750.00,450.00,0.00,4200.00,GCASH,PAID,COMPLETED,TXN-GCA-48762936
ORD-20260623-03678-18F1F,2026-06-23 18:26:31,ON_SITE,Mark Bautista,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-10505356
ORD-20260623-00132-437C8,2026-06-23 21:34:10,ONLINE,Ana Reyes,Crispy Seafood Basket x3,2940.00,352.80,120.00,3412.80,MAYA,PAID,COMPLETED,TXN-MAY-17642998
ORD-20260623-03828-1E360,2026-06-23 21:43:27,ON_SITE,Giselle Hernandez,Seafood Bilao Feast x1,2400.00,288.00,0.00,2688.00,HYBRID (Cash + GCash),PAID,IN_PROCESS,TXN-HYB-24115003
ORD-20260624-01945-29706,2026-06-24 10:08:27,ON_SITE,Ana Reyes,Fresh Calamansi Juice Pitcher x1; Garlic Butter Prawns x2,2780.00,333.60,0.00,3113.60,CASH,PAID,COMPLETED,TXN-CAS-92550464
ORD-20260624-01632-B665A,2026-06-24 11:13:46,ON_SITE,Mark Bautista,Crispy Seafood Basket x3; Fresh Calamansi Juice Pitcher x1; Seafood Cajun Boil x2,6920.00,830.40,0.00,7750.40,CASH,PAID,COMPLETED,TXN-CAS-63098101
ORD-20260624-04360-57025,2026-06-24 12:25:00,ON_SITE,Pedro Penduko,Crispy Seafood Basket x2,1960.00,235.20,0.00,2195.20,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-95099128
ORD-20260624-01368-095E6,2026-06-24 15:49:22,ON_SITE,Dindo Dela Cruz,Classic Seafood Paella x1; Sweet & Chili Crab Bucket x2,5550.00,666.00,0.00,6216.00,GCASH,PAID,COMPLETED,TXN-GCA-39760664
ORD-20260624-04092-B9125,2026-06-24 18:30:34,ON_SITE,Lisa Manoban,Sweet & Chili Crab Bucket x1,1950.00,234.00,0.00,2184.00,GCASH,PAID,COMPLETED,TXN-GCA-73651020
ORD-20260624-00713-C825B,2026-06-24 20:14:48,ON_SITE,Ramon Magsaysay Jr.,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,CASH,PAID,COMPLETED,TXN-CAS-14082801
ORD-20260625-04960-92F6C,2026-06-25 10:29:20,ON_SITE,Clara Dizon,Crispy Seafood Basket x1; Sweet & Chili Crab Bucket x1,2930.00,351.60,0.00,3281.60,CASH,PAID,COMPLETED,TXN-CAS-84797273
ORD-20260625-02494-2FC39,2026-06-25 13:45:25,ON_SITE,Mark Bautista,Classic Seafood Paella x3,4950.00,594.00,0.00,5544.00,GCASH,PAID,COMPLETED,TXN-GCA-38360031
ORD-20260625-01975-EC38C,2026-06-25 14:58:42,ONLINE,Ana Reyes,Garlic Butter Prawns x1; Classic Seafood Paella x1,2900.00,348.00,120.00,3368.00,GCASH,PAID,COMPLETED,TXN-GCA-18063483
ORD-20260625-04481-34712,2026-06-25 18:16:54,ON_SITE,Clara Dizon,Fresh Calamansi Juice Pitcher x1; Seafood Cajun Boil x2; Crispy Seafood Basket x1,4960.00,595.20,0.00,5555.20,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-10877532
ORD-20260625-01609-4A963,2026-06-25 19:31:03,ONLINE,Pedro Penduko,Crispy Seafood Basket x1; Grilled Seafood Platter x1,3080.00,369.60,100.00,3549.60,MAYA,PAID,COMPLETED,TXN-MAY-18129176
ORD-20260625-04843-83D6F,2026-06-25 21:01:48,ON_SITE,Mark Bautista,Seafood Cajun Boil x2,3700.00,444.00,0.00,4144.00,SPLIT (Cash + GCash),FAILED,CANCELLED,N/A
ORD-20260626-03765-D8C90,2026-06-26 12:34:02,ON_SITE,Sarah Geronimo,Seafood Bilao Feast x1; Grilled Seafood Platter x2; Fresh Calamansi Juice Pitcher x1,6880.00,825.60,0.00,7705.60,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-79516667
ORD-20260626-03508-AE452,2026-06-26 16:01:42,ONLINE,Mark Bautista,Classic Seafood Paella x1,1650.00,198.00,100.00,1948.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-77366069
ORD-20260626-00423-CD02B,2026-06-26 20:47:08,ON_SITE,Ramon Magsaysay Jr.,Seafood Cajun Boil x1; Grilled Seafood Platter x1,3950.00,474.00,0.00,4424.00,CASH,PAID,COMPLETED,TXN-CAS-45809895
ORD-20260627-02644-5AB9F,2026-06-27 10:34:00,ONLINE,Clara Dizon,Sweet & Chili Crab Bucket x1,1950.00,234.00,75.00,2259.00,GCASH,PENDING,IN_PROCESS,N/A
